Block ID,Property ID,Base property ID,Building name,Streetaddress,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers
427,108345,108345,Tivoli Apartments,RodenStreet,West Melbourne (Residential),2013,,6,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,26,
427,108870,108870,,SpencerStreet,West Melbourne (Residential),1950,1990,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
427,108347,108347,,RodenStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
427,108348,108348,,RodenStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
427,108349,108349,,RodenStreet,West Melbourne (Residential),1965,1990,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
427,108351,108351,,RodenStreet,West Melbourne (Residential),1900,1990,1,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
427,108352,108352,,RodenStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
427,108353,108353,,RodenStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
427,108867,108867,Royal Mail Hotel,SpencerStreet,West Melbourne (Residential),1920,1990,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,1,
427,108868,108868,,SpencerStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
427,108869,108869,,SpencerStreet,West Melbourne (Residential),1930,1990,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
427,108350,108350,,RodenStreet,West Melbourne (Residential),1900,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
427,100239,100239,,AdderleyStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,2,1
428,100197,100197,,AdderleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,108361,108361,,RodenStreet,West Melbourne (Residential),1935,,1,Storage,Low level of accessibility,All entrances have steps,1,0,
428,109035,109035,,StanleyStreet,West Melbourne (Residential),1995,,2,Office,Low level of accessibility,All entrances have steps,1,0,
428,109036,109036,,StanleyStreet,West Melbourne (Residential),1945,,1,Wholesale,Low level of accessibility,All entrances have steps,1,0,
428,109037,109037,,StanleyStreet,West Melbourne (Residential),1945,,1,Storage,Low level of accessibility,All entrances have steps,1,0,
428,109038,109038,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,579360,579360,,StanleyStreet,West Melbourne (Residential),1910,2004,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
428,108359,108359,,RodenStreet,West Melbourne (Residential),1960,,1,Retail - Showroom,Low level of accessibility,All entrances have steps,1,0,
428,579361,579361,,StanleyStreet,West Melbourne (Residential),2003,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,
428,100198,100198,,AdderleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,100199,100199,,AdderleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,100196,100196,,AdderleyStreet,West Melbourne (Residential),1945,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
428,100200,100200,,AdderleyStreet,West Melbourne (Residential),1910,,1,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
428,108354,108354,,RodenStreet,West Melbourne (Residential),1900,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,108355,108355,,RodenStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
2513,615630,615630,,EpsomRoad,Kensington,1910,,1,House/Townhouse,,,,,
428,108356,108356,,RodenStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,108357,108357,,RodenStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
428,108358,108358,,RodenStreet,West Melbourne (Residential),1920,,1,Storage,Low level of accessibility,All entrances have steps,1,0,
429,573776,573776,,RosslynStreet,West Melbourne (Residential),,2011,3,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1,0,
429,109031,109031,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109024,109024,Rose,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109026,109026,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109028,109028,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109029,109029,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109030,109030,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109032,109032,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109033,109033,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,528903,528903,,RosslynStreet,West Melbourne (Residential),,,3,Office,Low level of accessibility,All entrances have steps,1,0,
429,109023,109023,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,528905,528905,,RosslynStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
429,109025,109025,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,528904,528904,,RosslynStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
429,108421,108421,,RosslynStreet,West Melbourne (Residential),1920,,1,Storage,Low level of accessibility,All entrances have steps,1,0,
429,100195,100195,,AdderleyStreet,West Melbourne (Residential),1945,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
429,109027,109027,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,
429,109022,109022,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,108415,108415,,RosslynStreet,West Melbourne (Residential),,,1,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
429,108417,108417,,RosslynStreet,West Melbourne (Residential),,,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
429,108414,108414,,RosslynStreet,West Melbourne (Residential),1900,,3,Office,Low level of accessibility,All entrances have steps,1,0,
429,108422,108422,,RosslynStreet,West Melbourne (Residential),1920,,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
429,109016,109016,,StanleyStreet,West Melbourne (Residential),1965,,2,Manufacturing,Low level of accessibility,All entrances have steps,1,0,
429,109017,109017,,StanleyStreet,West Melbourne (Residential),1920,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
429,109018,109018,,StanleyStreet,West Melbourne (Residential),1930,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109019,109019,,StanleyStreet,West Melbourne (Residential),1900,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109020,109020,,StanleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,109021,109021,,StanleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
429,108416,108416,,RosslynStreet,West Melbourne (Residential),1910,,1,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
430,109009,109009,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,108864,108864,,SpencerStreet,West Melbourne (Residential),1890,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,
430,108865,108865,,SpencerStreet,West Melbourne (Residential),,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
430,108863,108863,,SpencerStreet,West Melbourne (Residential),1910,,1,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
430,108866,108866,,SpencerStreet,West Melbourne (Residential),,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
430,109007,109007,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,109008,109008,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,109010,109010,,StanleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,109011,109011,,McKendrickLane,West Melbourne (Residential),2003,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,109015,109015,,StanleyStreet,West Melbourne (Residential),1910,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
430,109012,109012,,StanleyStreet,West Melbourne (Residential),,,2,Manufacturing,Low level of accessibility,All entrances have steps,1,6,1
430,109014,109014,,StanleyStreet,West Melbourne (Residential),1900,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
430,108862,108862,,SpencerStreet,West Melbourne (Residential),1890,,2,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
430,100242,100242,,AdderleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,109013,109013,,StanleyStreet,West Melbourne (Residential),2007,,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,
430,100245,100245,,AdderleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,100244,100244,,AdderleyStreet,West Melbourne (Residential),2010,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
430,108861,108861,,SpencerStreet,West Melbourne (Residential),1890,,1,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
430,100240,100240,,AdderleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,100243,100243,,AdderleyStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
430,100246,100246,,AdderleyStreet,West Melbourne (Residential),1965,,1,Retail - Showroom,Low level of accessibility,All entrances have steps,1,0,
430,108423,108423,,RosslynStreet,West Melbourne (Residential),1970,,1,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
430,108424,108424,,RosslynStreet,West Melbourne (Residential),1990,,1,Storage,Low level of accessibility,All entrances have steps,1,0,1
430,108425,108425,,RosslynStreet,West Melbourne (Residential),1975,,1,Retail - Cars,Low level of accessibility,All entrances have steps,1,0,
430,108857,108857,Alessi Apartments,SpencerStreet,West Melbourne (Residential),2014,,5,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1,0,
430,108858,108858,,SpencerStreet,West Melbourne (Residential),,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,
430,108859,108859,,SpencerStreet,West Melbourne (Residential),,,3,Office,Low level of accessibility,All entrances have steps,1,0,
430,108860,108860,,SpencerStreet,West Melbourne (Residential),,,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
430,100241,100241,,AdderleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
431,108427,108427,,RosslynStreet,West Melbourne (Residential),1938,,2,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,109001,109001,,StanleyStreet,West Melbourne (Residential),1920,,3,Workshop/Studio,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,108942,108942,,SpencerStreet,West Melbourne (Residential),1960,2008,3,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,108997,108997,,StanleyStreet,West Melbourne (Residential),1930,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,1
431,108998,108998,,StanleyStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
431,108999,108999,,StanleyStreet,West Melbourne (Residential),1960,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,109000,109000,,StanleyStreet,West Melbourne (Residential),,,1,Manufacturing,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
431,109002,109002,,StanleyStreet,West Melbourne (Residential),1990,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
431,109003,109003,,StanleyStreet,West Melbourne (Residential),1900,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
431,109004,109004,,StanleyStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
431,109005,109005,,StanleyStreet,West Melbourne (Residential),1955,,1,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,
431,109006,109006,,StanleyStreet,West Melbourne (Residential),,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
2513,615642,615642,,PercyStreet,Kensington,1900,,1,House/Townhouse,,,,,
431,530925,530925,,SpencerStreet,West Melbourne (Residential),1980,,2,Office,Low level of accessibility,All entrances have steps,1,0,1
431,108940,108940,,SpencerStreet,West Melbourne (Residential),1990,,2,Office,Low level of accessibility,All entrances have steps,1,0,
431,530926,530926,,SpencerStreet,West Melbourne (Residential),1980,,2,Office,Low level of accessibility,All entrances have steps,1,0,
431,105341,105341,Challenge House,KingStreet,West Melbourne (Residential),1990,,1,Office,High level of accessibility,Main Entrance has ramp,3,0,1
431,108429,108429,,RosslynStreet,West Melbourne (Residential),,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
431,105340,105340,Plumbing Industry House,KingStreet,West Melbourne (Residential),,,1,Office,High level of accessibility,Main Entrance has ramp,3,0,1
431,108426,108426,,RosslynStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
431,108939,108939,,SpencerStreet,West Melbourne (Residential),1980,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,108428,108428,,RosslynStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,105338,105338,,KingStreet,West Melbourne (Residential),1970,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,108431,108431,Lydford,RosslynStreet,West Melbourne (Residential),2000,,2,Office,Low level of accessibility,All entrances have steps,1,0,1
431,108432,108432,,RosslynStreet,West Melbourne (Residential),1940,,1,Manufacturing,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,1
431,108433,108433,,RosslynStreet,West Melbourne (Residential),1920,,1,Entertainment/Recreation - Indoor,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,108435,108435,Mansion Townhouses,MansionHouseLane,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,108937,108937,,SpencerStreet,West Melbourne (Residential),1900,,1,Retail - Showroom,Low level of accessibility,All entrances have steps,1,0,
431,108938,108938,,SpencerStreet,West Melbourne (Residential),,,2,Office,Low level of accessibility,All entrances have steps,1,0,
431,108430,108430,Dooley,RosslynStreet,West Melbourne (Residential),1920,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
431,105339,105339,,KingStreet,West Melbourne (Residential),1900,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
432,506140,506140,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,108437,108437,,RosslynStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,108438,108438,,RosslynStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,108440,108440,,RosslynStreet,West Melbourne (Residential),1910,,1,Storage,Low level of accessibility,All entrances have steps,1,0,
432,108442,108442,James Harrison House,RosslynStreet,West Melbourne (Residential),1970,,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
432,108443,108443,Mondrian,RosslynStreet,West Melbourne (Residential),2011,,5,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
432,108444,108444,,RosslynStreet,West Melbourne (Residential),1930,,3,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,2,1
432,506137,506137,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,506139,506139,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,108436,108436,,RosslynStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,108439,108439,,RosslynStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,506138,506138,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,101963,101963,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,101961,101961,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,108441,108441,,RosslynStreet,West Melbourne (Residential),,,1,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
432,108434,108434,,RosslynStreet,West Melbourne (Residential),1920,,1,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
432,101962,101962,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,101964,101964,,ChetwyndStreet,West Melbourne (Residential),1990,,2,Educational/Research,Low level of accessibility,All entrances have steps,1,5,
432,101965,101965,,ChetwyndStreet,West Melbourne (Residential),1980,,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,,
432,101966,101966,Norwellan House,ChetwyndStreet,West Melbourne (Residential),,2003,5,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
432,105011,105011,,HowardStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,101971,101971,,ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
432,105010,105010,,HowardStreet,West Melbourne (Residential),,,3,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
432,105013,105013,St Marys Star of the Sea Church,VictoriaStreet,West Melbourne (Residential),1872,,2,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,80,
432,105012,105012,,HowardStreet,West Melbourne (Residential),1880,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,
432,101968,101968,"""Parkview""",ChetwyndStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
433,110117,110117,,WilliamStreet,West Melbourne (Residential),1950,,2,Office,High level of accessibility,Main Entrance has ramp,3,0,
434,110126,110126,,WilliamStreet,West Melbourne (Residential),1990,,2,Office,Low level of accessibility,All entrances have steps,1,0,
434,110125,110125,,WilliamStreet,West Melbourne (Residential),1990,,3,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,
434,110124,110124,,WilliamStreet,West Melbourne (Residential),,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,110123,110123,,WilliamStreet,West Melbourne (Residential),1900,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
434,110121,110121,,WilliamStreet,West Melbourne (Residential),1900,,2,Office,Low level of accessibility,All entrances have steps,1,0,
434,110120,110120,,WilliamStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,110127,110127,Walnut Tree Apartments,WilliamStreet,West Melbourne (Residential),2000,,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
434,110118,110118,,WilliamStreet,West Melbourne (Residential),1990,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
434,110136,110136,,WilliamStreet,West Melbourne (Residential),1990,,4,Office,Low level of accessibility,All entrances have steps,1,0,
434,110119,110119,,WilliamStreet,West Melbourne (Residential),1930,,1,Unoccupied - Unused,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
434,110122,110122,,WilliamStreet,West Melbourne (Residential),1900,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,110128,110128,,WilliamStreet,West Melbourne (Residential),1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,110129,110129,,WilliamStreet,West Melbourne (Residential),1920,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,
434,110130,110130,,WilliamStreet,West Melbourne (Residential),1910,,2,Office,Low level of accessibility,All entrances have steps,1,0,
434,612808,612808,,CapelStreet,West Melbourne (Residential),2007,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,110132,110132,,WilliamStreet,West Melbourne (Residential),1910,,2,Office,Low level of accessibility,All entrances have steps,1,0,
434,110135,110135,,WilliamStreet,West Melbourne (Residential),1970,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,1
434,573406,573406,,VictoriaStreet,West Melbourne (Residential),1910,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,
434,573407,573407,,CapelStreet,West Melbourne (Residential),1910,,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
434,612807,612807,,CapelStreet,West Melbourne (Residential),2007,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,109698,109698,,VictoriaStreet,West Melbourne (Residential),1900,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
434,110131,110131,,WilliamStreet,West Melbourne (Residential),1910,,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
434,110134,110134,,WilliamStreet,West Melbourne (Residential),1890,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,
434,101517,101517,,CapelStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,109697,109697,,VictoriaStreet,West Melbourne (Residential),1920,,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
434,110133,110133,,WilliamStreet,West Melbourne (Residential),1990,,1,Office,Low level of accessibility,All entrances have steps,1,0,
434,101516,101516,,CapelStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
2513,615091,615091,,MarketStreet,Kensington,1996,,2,House/Townhouse,,,,,
434,101519,101519,,CapelStreet,West Melbourne (Residential),1880,2004,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,101520,101520,,CapelStreet,West Melbourne (Residential),1880,2004,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,101521,101521,,CapelStreet,West Melbourne (Residential),1950,,1,Office,Low level of accessibility,All entrances have steps,1,0,
434,101522,101522,,CapelStreet,West Melbourne (Residential),1960,1995,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,
434,101523,101523,,CapelStreet,West Melbourne (Residential),,,2,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
434,101524,101524,,CapelStreet,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,101525,101525,,CapelStreet,West Melbourne (Residential),1870,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,101526,101526,,ACapelStreet,West Melbourne (Residential),,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
434,109694,109694,,VictoriaStreet,West Melbourne (Residential),,,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
434,109687,109687,,VictoriaStreet,West Melbourne (Residential),1910,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,
434,109688,109688,,VictoriaStreet,West Melbourne (Residential),1910,,2,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,,
434,109689,109689,,VictoriaStreet,West Melbourne (Residential),1920,,2,Retail - Showroom,Low level of accessibility,All entrances have steps,1,0,
434,109690,109690,,VictoriaStreet,West Melbourne (Residential),1900,,2,Wholesale,Low level of accessibility,All entrances have steps,1,0,
434,109691,109691,,VictoriaStreet,West Melbourne (Residential),1940,,2,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,
434,109692,109692,,VictoriaStreet,West Melbourne (Residential),1940,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,
434,109693,109693,,VictoriaStreet,West Melbourne (Residential),,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,
434,109695,109695,,VictoriaStreet,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,
